Ctrl_0h_R2	Ctrl_0h_R3	Ctrl_CpG_2h_R2	Ctrl_CpG_2h_R3	Ctrl_CpG_6h_R2	Ctrl_CpG_6h_R3	SMRT_0h_R2	SMRT_0h_R3	SMRT_CpG_2h_R2	SMRT_CpG_2h_R3	SMRT_CpG_6h_R2	SMRT_CpG_6h_R3
Gdap1	-1.98087848041557	-1.95884941851777	-1.97690860837195	-1.9790513695343	-1.97849363060776	-1.95557834843373	-1.9794966184698	-1.98193697711587	-1.97845850624127	-1.97906610544835	-1.979499796489	-1.97751861271784
Pi15	0	0	0	0	0	0	0	0	0	0	0	0
Gm16070	0	0	0	0	0	0	0	0	0	0	0	0
Crispld1	0	0	0	0	0	0	0	0	0	0	0	0
Crisp4	0	0	0	0	0	0	0	0	0	0	0	0
Defb44-ps	0	0	0	0	0	0	0	0	0	0	0	0
Defb18	0	0	0	0	0	0	0	0	0	0	0	0
Defb41	0	0	0	0	0	0	0	0	0	0	0	0
Gm15386	0	0	0	0	0	0	0	0	0	0	0	0
Tfap2d	0	0	0	0	0	0	0	0	0	0	0	0
Tfap2b	0	0	0	0	0	0	0	0	0	0	0	0
Pkhd1	-2.21789539900227	-2.21854099196035	-2.21562963323738	-2.21685259328008	-2.2165342692254	-2.21667406060098	-2.2171067147691	-2.21849952567422	-2.21651422233567	-2.20364253839403	-2.21710852859257	-2.2159777872706
4930486I03Rik	0	0	0	0	0	0	0	0	0	0	0	0
Linc-md1	0	0	0	0	0	0	0	0	0	0	0	0
Mir206	0	0	0	0	0	0	0	0	0	0	0	0
Mir133b	0	0	0	0	0	0	0	0	0	0	0	0
Il17a	0	0	0	0	0	0	0	0	0	0	0	0
Il17f	-1.98138293946904	-1.9826195193207	-1.95172417713174	-1.9793855314597	-1.97877580809238	-1.9790435668966	-1.97987228012889	-1.95722121844762	-1.97873740993512	-1.97940164084476	-1.97987575435755	-1.97770991298851
Mcm3	12.444779724341	12.4268305698072	12.3617571745466	12.4526250068379	12.2156740545784	12.3582574325139	12.2629973922667	12.3878722064582	12.2215990707222	12.4480193486711	12.1747162015026	12.3071057822261
6720483E21Rik	0	0	0	0	0	0	0	0	0	0	0	0
Paqr8	2.82884658401727	2.75303266458044	2.72675408688727	2.92826220927915	3.29983398987659	3.57500433316284	2.9157823827859	3.09106492715487	3.18270332020693	3.61126697791889	2.80671925713063	2.6394071051321
Efhc1	0.276868615376526	0.161294967676243	0.166613693725838	0.164185385828032	0.414795612337121	0.164521898706889	0.228895622752639	0.267725977040849	0.2348719452291	0.293782646449758	0.289588652092798	0.240574946175596
Tram2	6.60801954412423	6.6686063034784	5.45405683709668	5.53151842362498	5.96991721702249	6.55990767103152	6.93677543631806	7.0138155700081	5.41274646348864	5.58986025919811	4.9897990001995	5.21962499854063
Tmem14a	0.801101091627237	0.794521688827615	0.827620883580432	0.812633517592433	0.74239292906795	0.814722190705408	1.18445299956449	0.900944095866502	0.948712962451095	0.939780573636954	0.873790813819149	0.7442613507291
Gsta3	0	0	0	0	0	0	0	0	0	0	0	0
Gm4956	0	0	0	0	0	0	0	0	0	0	0	0
Khdc1a	0	0	0	0	0	0	0	0	0	0	0	0
Khdc1c	0	0	0	0	0	0	0	0	0	0	0	0
Khdc1b	-2.21789785894786	-2.21854424351283	-2.21562931496835	-2.20361910121385	-2.21653506019412	-2.21667502297773	-2.21710820765353	-2.21850272638197	-2.21651498872349	-2.21686219526013	-2.21711002370105	-2.2159778958977
Kcnq5	-2.21745656789692	-2.20762409132226	-2.21568465068799	-2.21664105314542	-2.21639211131778	-2.21650143362633	-2.21683978606235	-2.21792901851958	-2.21637643386804	-2.21664763039008	-2.21684120454306	-2.21595692072242
Rims1	0	0	0	0	0	0	0	0	0	0	0	0
4933415F23Rik	0	0	0	0	0	0	0	0	0	0	0	0
Mir30a	0	0	0	0	0	0	0	0	0	0	0	0
Mir30c-2	0	0	0	0	0	0	0	0	0	0	0	0
Ogfrl1	9.25678808648376	9.29033417187882	8.72091896517676	8.70407799983433	8.89460982978533	8.75581023493232	9.6927704710957	9.72489619392231	8.8673358976071	8.7029758022709	10.0138171884435	9.92440294256334
B3gat2	2.61897937129641	3.01051846571293	2.87046975961135	3.22379349705152	2.99255809786056	2.88423920485189	3.13222643323961	2.9758290783058	3.28365678584132	3.06572468395577	3.09269446656233	3.11805952305688
Smap1	9.01246153781881	9.03948949590973	9.11073603122704	9.04075846382592	8.74876662940096	8.8098351990455	9.21617920625088	9.21965441655096	9.34363578886579	9.38209197674772	9.19320967757045	9.03446139791501
Sdhaf4	5.79068187258212	5.86251141225425	5.51694853384465	5.81998816899506	5.72146130982972	5.65639597535601	5.99143547146581	6.08402593051925	5.83091013471596	6.10964429026473	5.96813296571729	5.71683672458166
Fam135a	7.20807114501053	7.41811508705951	7.21397313165485	6.79889771522944	6.94845838964405	6.6405044922003	8.79171076952248	8.76938549617449	8.46709306110192	8.38404775780876	8.32527762068326	8.24958546096097
Col9a1	0	0	0	0	0	0	0	0	0	0	0	0
Col19a1	-2.21782425036561	-2.21844695885228	-2.21563879968353	-2.2168184092005	-2.21651136884654	-2.21664620500738	-2.21706352279084	-2.21840696243045	-2.21649203256319	-2.21682652145526	-2.20431536481432	-2.2159746126264
Lmbrd1	9.13254733131436	9.07686661918128	9.03150189702517	9.03823625206404	8.81396965298987	8.76340509666422	9.59775163002876	9.56436930999397	9.15464732467664	9.26720699937094	9.17479486750862	9.13680341236669
Adgrb3	0	0	0	0	0	0	0	0	0	0	0	0
Gm20172	0	0	0	0	0	0	0	0	0	0	0	0
4931408C20Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm597	0	0	0	0	0	0	0	0	0	0	0	0
Mir6342	0	0	0	0	0	0	0	0	0	0	0	0
Phf3	10.6622034369673	10.6669995256421	10.4390031065808	10.4486101866533	10.5234053170142	10.4379812919516	10.5341450231081	10.5757444858984	10.3703019419082	10.4742426618851	10.3704454298042	10.3015917857454
Ptp4a1	6.3453266772475	6.45947118918675	6.42216393360229	6.41273985102971	6.45315297314493	6.31377932791099	6.18356976090133	6.09369039792591	6.32272089793512	6.12922945522823	6.47099384617934	6.23466827406125
Gm13363	0	0	0	0	0	0	0	0	0	0	0	0
4931428L18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Lgsn	0	0	0	0	0	0	0	0	0	0	0	0
Pih1d3	0	0	0	0	0	0	0	0	0	0	0	0
Gm4850	0	0	0	0	0	0	0	0	0	0	0	0
Khdrbs2	0	0	0	0	0	0	0	0	0	0	0	0
Gm9839	0	0	0	0	0	0	0	0	0	0	0	0
Gm5415	0	0	0	0	0	0	0	0	0	0	0	0
Prim2	9.41155828887615	9.38540608893216	9.35460885871356	9.55325046274052	9.06133474184414	9.0499405700833	9.36292843496627	9.3794448784227	9.27826602303772	9.44411068592732	9.01342303931134	9.04460706607225
1700001G17Rik	1.72289827220297	1.56762982674027	1.45330444907257	1.50130139259007	1.5700490156727	1.62374836351384	1.43342445875356	1.77447726910537	1.4410906456121	1.43655392791029	1.55489310378714	1.58541344500081
Rab23	7.46032085625176	7.66134987942506	7.40583337943216	7.48058208222086	7.59811938594193	7.47326227677871	7.59373362003824	7.62966467671263	7.57654957317092	7.42703360303622	7.45649360093227	7.46564893941358
Bag2	8.06480087161655	8.07356915060025	7.55470649654634	7.65421436288545	7.43795740445115	7.5835217534034	7.47119471216741	7.65120403941992	6.8898600619815	7.13913528266677	7.21422206932012	7.16969929768545
Zfp451	9.15402863521074	9.34663830927791	9.31499672965785	9.51736351456028	9.33150555230621	9.25291163020958	9.15476830706407	9.16196030978924	9.36791364680707	9.52348988612622	9.35928174410093	9.31468778898907
Gm15455	-0.0725615566883977	-0.0186756958983764	0.00933359521122579	-0.00339044746965797	-0.00021480171428905	0.0624081810342785	-0.0713794435110596	-0.0734017793935844	-0.0704257735294504	-0.00347306230094641	0.111664850018506	0.0747591848246179
Bend6	6.55542007191465	6.16897394358924	6.93780212467166	6.45272742029263	6.54471665161886	6.61728368092579	6.94624215951874	6.91607838467749	7.15684686979644	7.18786032747414	7.01570014822937	7.0782968614798
Dst	11.345404000433	11.1630176588555	11.6094081565704	11.2802256457556	12.1234609035825	12.2473079077243	11.0715445934312	11.0864713337239	11.1835368710268	11.2657183857177	11.7946147487982	12.1064758093808
Mir6896	0	0	0	0	0	0	0	0	0	0	0	0
Mir5103	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc115	9.66887569103324	9.71870221407191	9.34189097578023	9.41577881650529	9.49520142664787	9.6553991046589	9.78124220472613	9.76775105303863	9.38787711698712	9.2782369143012	9.90834107704149	9.89490837896352
Imp4	10.0274706426966	10.0094784459953	10.0209154922515	10.0483597610396	10.0323075275557	10.1165655340771	9.74676068582684	9.77302689747969	9.88797894933338	9.88274965165734	10.1409317683216	10.188443473061
Ptpn18	9.97908581329409	10.0790103399992	9.90560028672275	10.0640964619791	8.54009674179991	8.57783862332113	10.0790283762079	10.0329359675073	9.80762810573297	10.0206289994407	8.59205718879438	8.61080590301619
Prss39	-1.18717584494176	-1.18754684460361	-1.17759648879399	-1.18296637260391	-1.18156864649033	-1.1821824551335	-1.12604135680617	-0.995964385445957	-1.18148062278976	-1.18300330165959	-1.12604932110668	-1.17912519508125
Cfc1	0	0	0	0	0	0	0	0	0	0	0	0
Prss40	0	0	0	0	0	0	0	0	0	0	0	0
Amer3	0	0	0	0	0	0	0	0	0	0	0	0
AA619741	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef4	4.8827515921868	5.52207751546282	3.94878131055272	4.42036847516959	4.45421988583748	4.75018968282609	3.52124891440652	3.72604016672765	3.34569287850415	3.33085627967694	3.6353390988014	3.3691968493477
Fam168b	11.9679729492342	12.0466134225185	11.6015528898199	11.769563721634	11.6420647877847	11.7499933142406	12.1340545220459	12.128238201707	11.6882901311714	11.7677970002219	11.8074981291279	11.8622239313203
Plekhb2	11.0168124530271	10.9529583345318	10.5968598298797	10.6978160909292	10.3803131676428	10.4356371600816	11.0926786336867	11.216453680389	10.6758558755588	10.7877641257535	10.7639792093068	10.7442323527375
Hs6st1	10.284401069845	10.2298981697582	10.7667956908032	10.1555039028923	10.3816265180365	10.6563019854722	9.92428853269757	10.0622632725563	9.90346647328486	9.6834322949579	9.6292344514809	9.81028438270374
Uggt1	12.1234381295512	12.0827827995348	11.8782251962895	11.9563114521121	11.4428293220788	11.5200624509387	11.9948139788546	12.0696651148163	11.5771529736659	11.766308003499	11.530596115493	11.4332502084226
Mir6897	-2.21795074899819	-2.21861415931419	-2.21562245163489	-2.21687916346581	-2.2165520541641	-2.20311242928987	-2.21714029831126	-2.21857154862328	-2.21653145401151	-2.21688780595843	-2.21714216219343	-2.21598021417598
Neurl3	11.4254332764159	11.0443150358356	11.4670661138259	11.6368940998145	11.2186211409552	11.2669064909093	11.6950251243082	11.6633972397867	11.4739333863764	11.6386159776526	11.7896824377216	11.7714193614526
Arid5a	7.06222987881961	6.70712588438142	7.72316601238613	7.59926018504096	9.00304187380711	8.99487400036745	7.53960418602534	7.44629165721505	8.58656569017305	8.57151409603743	8.08713742194443	8.12814123021797
Kansl3	10.169594794448	10.3005285929666	10.4425738302374	10.605541833006	10.4205857000824	10.4706396365851	10.3833024416061	10.4687290179753	10.7591399410064	10.8155062168312	10.5968914937905	10.6159367316161
Mir6898	0	0	0	0	0	0	0	0	0	0	0	0
Fer1l5	6.51607887102494	6.63608141098235	5.69163367720481	5.91884706926623	5.38028531393638	5.63193972456645	6.31466512992004	6.48398085071922	5.63140045278168	5.76062257896959	5.45214038944564	5.46045565055274
Lman2l	8.86075885258975	8.84877967771469	8.45869890544696	8.58686137765085	8.15862960816906	8.20948836094864	8.33445238689896	8.61983747036578	8.0223538351694	8.25236760029148	7.97240917691608	8.00208100600577
Cnnm4	8.51261975504081	8.49162430077759	7.6384931603466	7.66183805445232	8.13913502909965	8.29388105762711	7.88887798492224	8.00774719334969	7.4007088994136	7.31143829368363	7.36985373444314	7.65495115764265
Cnnm3	8.2638587644981	8.28188608138567	7.7498013772924	7.67996216664904	7.99973927029877	8.10035646775406	7.87941179798438	8.11734172459741	7.41442227539886	7.37694856796826	7.54826392518728	7.77378039392409
Ankrd23	4.67376949203306	4.98966756793182	3.84175554177082	4.50804242017402	4.6199641725457	4.7978353754504	5.15425285201414	4.61441893392736	4.0200651619674	4.35436762672338	4.56551643417777	4.77715647378926
Ankrd39	6.11527484877337	6.31602305348829	5.93350087325957	5.89546150004583	5.97389100784819	5.99688077608719	6.24276602408465	6.21501695020022	5.75078527213761	5.8804991000746	5.90636060170553	5.81073762251742
Sema4c	10.2970527846629	10.4479898987377	10.4285440042379	10.4832198235299	10.4922178970325	10.5144288359135	10.7293725544153	10.9076432681427	10.600982131129	10.7199474287764	9.87579045115589	10.0325789956957
Fam178b	3.26047877834123	3.39924699276986	3.24646434267204	3.79832793065702	2.7315399281977	3.1350271916074	3.23830191121866	3.11406486632598	3.09531351791606	3.33226300938961	2.84873162113009	2.74411793149887
Cox5b	10.4705351191515	10.3419430464744	10.6607966896526	10.5527368321825	10.2752087290778	10.5320713903031	10.2835937326808	10.2035070087953	10.4918336085437	10.5127571211727	10.3590642002909	10.5570065594468
Actr1b	9.68260060748164	9.67011569517613	9.40648069751148	9.4468222872776	9.50316608742955	9.64849172015898	9.57881394620323	9.57871448887317	9.24493732172596	9.37210366830613	9.46213481931638	9.54291575747457
4933424G06Rik	-0.962133316961738	-1.07330239532402	-1.11751248170064	-1.06107818235749	-1.12176845068209	-1.12242611604827	-1.12446158970132	-1.12715661247938	-1.12167413767442	-1.12330561218629	-1.12447012305234	-1.0569625521035
Zap70	-0.845582418276788	-0.846127141934083	-0.840561398083548	-0.844619717096204	-0.772814383049639	-0.709112551702978	-0.778175273261067	-0.846093297829059	-0.844284635773365	-0.775909814469057	-0.716309747622432	-0.842555382691169
Tmem131	11.9125914787322	11.7912689012088	12.7441920616586	12.4719975611699	12.6496016737142	12.7461186534744	11.7470168356998	11.7337608400225	12.6296580995394	12.4541283559854	12.9252529067355	12.9635421216894
Cnga3	-0.799974649009662	-0.800568731561322	-0.795697695005256	-0.728351714946044	-0.798583115613054	-0.726626238539844	-0.730758475650338	-0.800531806942266	-0.725057080884647	-0.79893477935485	-0.799193699290171	-0.581023315633735
Inpp4a	8.67145906745196	8.88001209539306	8.56455625417943	8.5512400002657	8.65588220360202	8.64592053172585	8.93253932415536	8.8904463562108	8.56687324771045	8.60023826829128	8.41406558573437	8.29546542967124
Coa5	11.9719527674772	11.8239094670769	11.8235204228459	11.7281805563104	11.8366143050359	11.7050626687261	11.9969230927049	11.9619671483405	11.7611502031039	11.7703482534892	12.1463011985425	12.0160084244627
Unc50	8.8640961000054	8.69267551653227	8.76491997651601	8.46800503082619	8.78813783389468	8.82021855466905	8.86823779978988	8.90965479108385	8.72457266735345	8.61321861921712	8.750225983479	8.65485719927463
Mgat4a	9.78304992194264	9.85450597875501	10.1446651890365	9.9960647398306	10.0103808674327	10.0225266063638	9.74688430982845	9.80026642560789	10.2320728232942	10.2430944901902	10.3624004993473	10.4100759388201
4930594C11Rik	2.19459804935412	2.22507592800352	2.3211854102259	2.38039175283429	2.10664597778488	2.33758645110184	2.41560949830902	2.1796212075844	2.60989399966996	2.3800299881032	2.41552590718932	2.36552938573715
2010300C02Rik	2.50208061778295	2.49088658860944	2.76190599011503	2.58975947749543	2.88857915496357	2.83044458339457	2.94979474847743	2.87232034606534	3.15044366144109	3.2952696358146	2.99204998108751	3.29999138399892
Tsga10	4.00648561244892	4.10968300256215	3.63874028120925	3.84871809182577	4.05278850279897	3.77791467138353	4.23559123623319	4.41507906794637	4.05439727637164	4.08990998716815	4.03895821863236	4.09799372247344
Lipt1	5.23250890782779	5.14635942158075	4.94106351127402	4.50075361009586	4.90165046978934	4.95721251204032	5.16456677860109	5.16496389277716	4.77524143093971	4.42857205996321	5.11176450726096	5.05133436074121
Mitd1	7.22731464563826	7.22651053574515	6.96291615752887	6.70339467996191	7.99115946970911	7.66317191622303	7.36483085411663	7.3138197699285	7.09559874711431	6.87833081793345	8.57954199624657	8.33665901521712
Mrpl30	9.2270956362646	9.18374124072705	9.25475792744847	9.20580159701232	9.16534255917129	9.14217220915817	9.18933044960665	9.17524974928469	9.329992538766	9.24787302803253	9.54072360972178	9.3949178867781
Lyg2	0	0	0	0	0	0	0	0	0	0	0	0
Lyg1	0	0	0	0	0	0	0	0	0	0	0	0
