Gene	SMRT_0hr	SMRT_6hr_CpG	NCoR1_0hr	NCoR1_6hr_CpG
Acp2	-0.790180590265982	-1.37823620925007	-0.972841676452709	-2.13685060277968
Acrbp	-0.589799859590325	-1.0030999868544	-0.0126215439883357	-0.601031596509236
Adam15	-1.1933693438833	-0.942955876654939	-0.884550885594963	-1.42885417811795
Adam23	1.90045556513105	0.51278524479907	1.68729851035894	0.366051587952021
Adamts1	7.96381088507158	8.13145528818385	-0.683679210897051	1.04939287040168
Adamts4	0.0900826898336105	-1.44314516216854	-0.498370523156135	0.677826016472485
Adamts6	3.27095286033964	3.4810145036523	2.13601685712736	2.23610089702043
Adamtsl5	-2.00347036896779	-4.31868727672201	-1.94460659930567	-1.71039184918036
Adap2	-1.76724206110519	-1.13795597025882	-0.346041939564834	0.779434809638585
Adcy6	-2.85074684112271	-1.223177209521	-3.65647912663034	-0.76744983044763
Adgb	2.88773704317626	2.71263138377149	1.79035556520728	1.6083676469862
Adgrb2	-1.34442013487636	2.57684964111109	-2.55728706456598	-1.7733728701397
Adgre1	-6.63326392695863	-2.22870502713877	1.36795160725467	-2.6993508009045
Adgre5	2.04850021329824	0.499003938097126	0.67859360217714	1.36324266442509
Adgrg5	0.00525216575627563	-0.684829966604344	0.380721354658714	-1.08908875026181
Adgrg6	4.70020648636929	1.50786932548949	4.24033758733319	2.38721481895908
Adgrl3	3.98900548624646	4.04475834468004	3.65513601441348	5.52270561406231
Adh1	0.939296514669197	1.43708753699918	4.82632745004818	6.83362397618091
Adi1	-0.531010922817543	-1.03432556783608	0.00990737470575242	-0.60777150460011
Adm	1.08904123711131	-0.600947352699132	1.2334907760034	1.93077105595137
Adora2a	0.0893912255807562	-0.666343647132428	3.21333268203064	1.50148113177361
Adora3	-2.31992373009496	-5.13446362727324	-1.62798152318237	-0.675338694323347
Adprm	0.936646970647179	0.867708660904162	-0.095402190085306	1.88214640118594
Afap1	1.02950469772104	2.34280222593311	0.733654136819034	1.88161774740233
Agap1	-0.891639637681765	-0.239381719726015	1.38642376504304	1.42498626302533
Agpat4	0.652693188118703	0.8276169071075	0.911087313085979	1.10018542271049
Ahdc1	-1.71378389656089	-1.86589741856665	-1.35913186274434	-0.167181196627348
Ahnak	-2.20233691723715	-1.58259753798037	0.648357753345141	-0.998305021107485
Ahrr	0.755128042601885	1.18535575113535	0.185908986154151	-0.935352714908743
AI504432	5.11433647972047	1.64901887351677	4.16830131183514	4.56583274719309
AI607873	-0.597556614143887	0.589085842346836	0.804648730258749	1.57530346809268
AI661453	5.70916040500842	3.45710212947222	1.88842830109999	2.55670200708671
Aida	0.228161025284861	0.829124515750121	0.347161203408204	1.68885495565159
Aig1	3.01522903861962	3.55942672961175	0.361055713243614	2.15769551703669
Aim1	0.289446616819585	1.2115772063659	0.559582934972019	1.515205066745
Aim2	0.598445779125748	1.06800178546021	0.579896398235314	0.76646582536633
Ak4	-2.27955111290126	-1.27156089696602	2.78029347870875	1.68140379987712
Akap1	-1.22114118490018	-0.65741897377554	-0.477893366419993	-0.741423290842886
Akap7	0.406760904026346	0.854122503097461	0.888934340657001	1.29772682802715
Akt3	1.12941068610743	1.39860150180087	0.906107741292247	1.31888685506271
Aldh1l2	8.13445593579766	2.32123135905224	0.733952162680586	-2.97017551185789
Aldh2	-0.729470848675388	-0.856359070072981	-2.03247782085259	-1.60786571754592
Alox5	8.73963643871854	4.14612743897163	2.90163821940708	1.53567700299114
Alox5ap	1.13046134445188	1.93804891790047	0.376981865600912	2.21257912056642
Alpk2	-1.35985316550709	-1.58347846354022	0	2.17258260822776
Als2	0.976199760890032	1.362134168753	0.41576431893661	1.46630945127239
Amer1	1.22307417224551	1.66766982604597	1.08644972017657	1.35337727120221
Amer2	0	1.42020061977688	2.21591355806498	4.78371854200087
Angel1	-1.3848137248482	-1.90488395421379	-1.84879697636537	-1.952570693888
Ankrd13b	-2.30951853700316	-1.22706448393827	-1.17743811724789	-1.16335555460128
Ankrd28	-1.4095653624755	-1.32689966635015	-0.274675948828255	-0.786761887671324
Ankrd37	0.171193803765419	1.19192739221406	0.530565585284221	-0.826011961121836
Ankrd50	-0.0425644326833403	-0.754490496997946	1.08733138240232	1.8479609438839
Ankrd55	2.11328374617374	1.30106920409043	-0.308430802884714	-0.705306214491271
Ankrd61	1.18553217882979	1.25609973229897	0.795251497199962	1.42731227082576
Anxa1	0.896130699935378	1.12881450243535	0.218778191267294	1.46332221164708
Anxa2	-4.04352850403203	-2.99604518196361	3.2598951978961	3.25513548323077
Anxa3	-1.36759148215736	-0.977159231621266	1.70689902459284	1.84787108855402
Aoah	4.02949890674738	3.23709730287155	2.07659805965483	2.11072345339763
Ap3m2	0.553353817658551	1.28092967025118	-0.0605141049790595	0.743113915261398
Apba1	3.32959024521814	6.16158764943762	-3.97247579998739	-3.1617768757126
Apbb2	-5.29815820592736	-4.06359246424034	0.187701179998392	0.642247621608939
Apcdd1	-0.413079002034052	-0.643017479879832	-4.40919701761539	-5.99911960897535
Apobec1	-3.40751946506131	-1.70798804293925	0.529993565902979	1.57803582959351
Apobr	0.732503024435877	0.597751739746127	-0.125577447991207	1.02078634966548
Apod	-1.05821270255268	1.63895020317436	-0.226624051999134	1.94614667884772
Apol10b	-0.814326646906659	-0.402956574520711	-2.0192389102398	-2.63446310446392
Apol9a	-2.36960012930479	1.5449382612663	0	3.84966354336477
Apol9b	-3.33539441098976	1.73645747141389	0	4.19267005282924
Apon	-0.296389638537598	2.10561328274383	-0.334069822601851	1.40805106647239
Arap1	0.664748979424424	-2.15561207259674	-1.28203096574413	1.02260142298908
Arap2	-0.183360615723179	0.897541947168136	-0.809845508302792	-1.1145897644239
Arc	2.29437067367498	1.36133063078264	-0.716239161436843	0.688363548518143
Arel1	0.239421403774364	0.903425318483235	0.0189071361293677	1.25477503338162
Arhgap19	-0.532337806727562	-0.949104224733985	-0.334484208703977	-1.11446257261157
Arhgap22	0.150375398059403	-1.33513377932321	-0.0408021149614453	1.01909562582513
Arhgap23	-2.4965457948613	-3.6907644273639	-0.511532685010954	1.5076741765833
Arhgap25	1.36432972593756	2.08963409749031	-0.311212382402199	-0.786123319440109
Arhgap27	-0.476859615310452	-1.20617888606224	-0.417092565645918	-0.791891711866584
Arhgap28	-0.875052066698459	1.85160275147149	2.43302235399883	2.17054736263366
Arhgap29	3.8886094926446	3.45996746106412	6.38932496867307	5.44601161099835
Arhgap33	2.24540153828427	1.32544894007709	0.0624804516285004	-0.638406099390718
Arhgap4	-0.309795486069115	-1.13520457426461	-0.222008988329247	-1.06297919843038
Arhgap42	6.43823697188419	6.98606429650758	4.49540697485975	5.2160832350523
Arhgap8	1.62368938863053	3.41777141869781	-1.61762005415502	2.12152405546746
Arhgdig	-4.80297792850532	-1.76805220094533	-1.4992262321498	-3.6799625873475
Arhgef18	7.05371848659033	7.99980187919102	2.29220583541101	2.63399337563509
Arhgef3	4.84693139763425	4.1201628532344	2.6217062164257	4.12629288819464
Arhgef4	-3.49973598259195	-2.97065032090684	-1.42747992563032	0.743555075048758
Arhgef6	1.16755907458764	1.46809999773841	1.08278068860899	-0.348574200332271
Arhgef9	2.05258916862238	2.61038819287352	-2.20735467078709	-1.38788862857511
Arid3a	-1.27205176038218	-1.84288566226233	0.385041577531763	0.993244010316284
Arid5a	1.10233353765066	-1.3006592406878	-1.08245816334991	1.82653084556687
Arid5b	4.66884640070336	3.85721621740451	1.41109605604633	1.97582536853326
Arl11	1.6258587153276	2.87980218089297	0.0219161986963544	0.69553319002983
Arl4c	-0.0596249934009569	-0.657373846284774	1.42623091095779	3.66392399832016
Arrdc4	0.0872385693973875	1.01507715976689	-0.0129942955909782	0.739635798584952
Arvcf	-0.541239563339501	1.16173238992206	-1.29136871664863	-1.18710305346932
Asap3	-1.14968834789771	-0.797080839347689	-2.43062739700617	0.040501511854424
Asb11	1.51552222838836	4.7366805895602	0.56105349827771	3.00825730442573
Asb13	0.491536626695672	1.84150374471911	0.172880442051977	1.6698849865185
Asb2	0.00165906742720034	0.814827552741493	-0.51744491948158	-1.16509883158769
Asgr2	-0.953339822469047	-1.09604312251432	-0.932889274792688	1.20460672589457
Asph	-0.712890624831582	-1.94704372484414	0.288771564278411	0.782810412391815
Asrgl1	1.42598660430554	3.04187714142544	-1.83931494183566	-1.09983341923134
Atf5	1.91774977056695	1.41931640528578	0.812394672938836	0.831230441856067
Atf6	-0.316635685637886	-1.10811829902586	0.609130347045325	1.21977490210673
Atoh8	1.4743515654258	4.79598648390496	-0.787153309554345	-2.57752851278608
Atp10a	-1.05581658826417	-0.90021283616181	0.795356322980405	1.70017388650556
Atp10b	2.55652027041759	3.90468661259498	-0.231607856139806	1.73917802102144
Atp10d	1.35162217117843	1.76764906466181	1.30296197208251	0.748898319726004
Atp11a	-3.34652083877039	-4.34685009303505	-1.27519811974612	0.194956740344136
Atp11b	-0.615654590772781	-0.169239014146483	0.961735797238731	1.25364085712306
Atp13a2	-3.11684530059451	-5.68673836143745	-1.25017456098822	-0.806477134288063
Atp13a3	-0.390896345747126	-0.723365141411938	0.321783881317901	1.50077367358555
Atp13a4	0	-3.12469985999928	0.765078637509284	7.92154213284629
Atp1b3	1.19677608852955	1.04003692826901	-2.34696050915522	-1.21067534031727
Atp2a3	0.631505706650145	0.589328631991856	-0.132991646440646	-1.22710526688862
Atp2b4	-3.28482719227771	-3.72815779569414	-2.25414255196576	2.37725550647477
Atp6v1d	0.435955564953775	0.655288795488677	0.117162993369293	1.02204647760042
Atp8a1	0.840878437872181	0.20421099711643	0.689441517202191	1.13088648242615
Atp8b4	0.392254268391173	1.61903149765682	0.803743925014159	0.814717696526546
AW011738	-0.610668081211352	1.15540423076214	-1.05016488686535	1.8812900427948
AW112010	3.01315327789656	1.32745238461464	0.765349606612045	1.41733876241866
Axl	1.29011128566626	1.87572409275029	-0.163836831896857	1.45985544142522
Azi2	0.538585543114968	0.810421221100351	0.0320505762834481	1.0375214272525
Azin1	-0.163933807629134	-1.05759491116655	0.146980089890305	0.585998789177366
B3gat1	6.55498147023131	1.44719821242519	-5.84078372949337	-3.97470846547356
B3gnt5	4.87685219859741	5.00687267601341	2.46088965154582	1.36424382722713
B3gntl1	-0.255766530693724	-0.809051292088353	-0.347012748387862	-0.671977166827539
B4galnt4	-0.259102344622013	1.36536765198689	0.708262253861992	2.00627570241028
B4galt3	-0.394090359364186	-1.76160907691924	-0.319263103890432	1.74189666064448
B4galt5	-0.735430034320822	-1.17035088947943	0.259698035540877	1.47121064192939
B4gat1	-0.867537579002896	-0.946262868653838	-0.201765575322483	-0.688624069313231
B930041F14Rik	-0.203345674211618	-1.15586674604076	-0.883935925279897	-0.770467538258589
Bahcc1	-7.76061242183648	-3.73999374019484	-4.71026048201522	0.487415547533631
Bank1	-0.367696655229002	-1.99074521457322	-0.601390186743414	-0.702057186263381
Bbs7	3.79686652415206	4.726646127489	2.49997998260256	1.49246617271495
Bbs9	1.1335343652607	1.66398804892855	-0.0322597156699102	-1.25671821169392
Bbx	0.192165839877877	0.920834993533063	0.904530426094946	1.41060444075435
BC005561	-1.17861254544295	-1.93571764148056	1.60333438206152	0.692081313014499
BC037034	1.7711111420341	1.17249250492435	1.09699484991813	1.87782132805494
BC049352	-0.157375582919541	1.00452165843118	0.381603374260692	0.728234673519759
BC049715	-0.842919172498834	-0.759378114945624	0.131574916274027	-0.954382532105572
BC051226	0.27256188876072	1.59176791764367	-0.797645812899644	1.37373963471012
BC094916	1.50846994951272	4.77098240073391	0.18429272639177	4.20294151191162
BC147527	-0.0923478214769031	1.64601348294453	-0.491864369241947	1.22180793408766
Bcat1	4.23130071158448	3.12125399430427	0.214494720253215	-0.839636829897938
Bcl11a	-2.03887595053299	-5.28955093721902	-0.126240960682856	2.87202289231739
Bcl2	0.706624352993125	1.51179826867793	1.17210339350499	0.913084673139628
Bcl6b	1.0870674761125	2.70040081435911	-3.92350852938799	-1.36615265004593
Bcl9	0.131649964168521	0.899922676708544	1.34150870198958	2.04421372722677
Bco2	-3.50262531762724	-1.73527156676648	-2.58973088216213	-2.81056149770993
Bend4	2.46490644817201	1.56215956760393	1.28041700823475	0.715265871521045
Bhlhe40	0.435117247535636	1.07224109495382	0.251284288840974	1.12000227800938
Bik	-1.49029400366428	-0.661563022332209	-2.14984634271121	-0.849316313700913
Bin1	0.525559415041126	-0.685270241491521	-0.178639214726982	-1.37843508308546
Bin2	-0.158764759488713	-2.01572121496359	-0.282519909360765	0.967014995115698
Bivm	-0.500505509207036	-0.723247345288372	0.22207771642582	-0.628642979232067
Blmh	-0.981215295985522	-1.0391134829151	-0.583743513936229	-0.926199690932874
Blvra	-0.848918942050487	-1.22712045924574	-0.333450982762864	-0.645916266515378
Blvrb	-1.58777415301773	-1.53720762692616	-0.848685472095923	-1.87551404465817
Bmf	-2.0793258005916	-1.93981332171161	0.0118560676207119	0.693584683072406
Bmp1	-1.6945909367477	-2.56759699731058	0.196212715052112	0.825909314774332
Bmp2	-1.2347681658406	-1.60049750718303	3.06987033868759	4.11041671069068
Bri3	0.306219105703928	0.726214785478693	0.807627564337483	1.92877511471775
Bst2	-0.451921462152124	1.45814836766218	-0.234279536718053	0.998553168251802
Btbd11	-0.909457321527414	0.908541189385033	4.15587330071744	3.68467537123054
Btbd16	-0.267077428032711	-2.34803799368701	0.5853377059624	1.06997513375706
Btg2	0.818895993165445	0.851778394482514	-0.760093641193037	-2.0651341356825
C030034I22Rik	0.877832495222468	0.778761994052645	-0.769556521548653	-1.21723565046623
C130026I21Rik	-1.19586308027251	-0.755579625818963	2.71375501033276	3.44062491260746
C130083M11Rik	-1.25429408784875	-0.662921955899546	0.0435688002313814	1.54515313283015
C1qa	-4.01191899728729	-3.26341219469058	2.1968207648899	0.092944950093964
C1qb	-5.22373518493291	-3.91617121706404	2.13555620962245	-0.0699453295591298
C1qc	-4.32536788620129	-3.63693938638706	1.86130685187935	-0.0668261102518875
C1ql1	-5.05821765092302	-4.23514563152268	-2.31919075320056	-3.74537755673076
C1ql4	0.0872412380537937	-1.69494075835819	0.798324734313687	-1.56956276492377
C3	-0.214046630141482	-4.43619920097842	-1.61582613224477	-0.585818793705479
C3ar1	-2.99001242698649	-0.525534359841215	2.35841581346614	-1.41185647711439
C4a	-0.13025547761056	-2.67862333862112	-1.29140610953827	0.659696731302434
C77370	0	-1.30596008285459	0	2.14701402264304
C920009B18Rik	-1.29846472910987	-3.40149580523877	1.54875305287949	2.25455053058464
Cables2	-0.595129590658665	-0.764035768434541	-0.13190132930717	-1.09361250403438
Cacna1b	0.54775791243922	-0.614444553105253	3.38892721916434	2.53918781846156
Cacna1e	5.51684779242539	2.45692427852239	0	1.40989976594846
Cacna1f	-2.19797284070458	-2.58855424772959	2.09993263531511	3.0580582865723
Cacng8	-0.165515323239019	-0.980888745759663	-1.31968760429059	-2.6923550877399
Cadm4	-0.828708967044908	0.709163603562022	-0.61328594513678	0.90640012149104
Calcrl	4.50561285863187	6.60522013411624	1.99065734808232	0.940989173105215
Caln1	-1.92291356323596	-1.99202098817991	-0.0992309575031949	0.648440515946271
Camk1	-1.35650863398246	-2.79469706914204	-1.34682144669234	-1.05333966586601
Capg	0.859243793019948	0.214855403859957	-2.23138232796617	-1.13438522399179
Caprin2	-0.298564737973512	-1.39774115364899	0.1936838131154	-1.05861005254284
Car13	1.64244999079216	-0.786135451535926	0.379341851414893	2.94489525648949
Car2	-5.36047086997717	-4.89432711962435	3.29041775069223	2.94466749873473
Card6	0.89834038948157	2.76918099254701	0.270172811085162	0.734110650358491
Cask	0.250087334978353	0.997845325460255	1.70002921692409	1.78088541065321
Casp1	1.03586719210216	0.378044922368209	2.42321148880862	2.8230142976127
Casp3	1.2373918413104	2.1561185113512	-0.669004115105519	-0.555075015804328
Casp6	0.106340014287666	-1.56470716833664	-0.845134240827664	0.94252943283073
Casq1	0.829305917847625	-0.710192649573061	2.44966919259992	0.698466817141884
Casr	-1.23286568881501	-3.61711878616698	2.21748583760171	2.95524575381228
Cass4	0.72731180759195	2.83722377337412	-0.428027601943409	-2.08714610401818
Casz1	-1.00712741119367	-0.351961085412478	-0.968501772136889	0.708208067523666
Cat	-0.680408458497155	-1.13990498681933	0.0703043621619439	-0.865308051533332
Cbs	-2.97834266424727	-1.13513787641609	-0.929850816782424	-0.661754372551839
Cbx4	-1.26361189117771	-1.99910361046543	-0.782137833976968	0.255057248181393
Cbx6	-0.805457962009839	-1.06098027196787	-0.614954360928862	-1.33747086093586
Ccbl2	-1.96166856570443	-1.13082785140288	-1.13508151676396	-0.956862559381319
Ccdc141	5.30531494087647	3.01767143893427	-0.0052064919131207	0.882327197787867
Ccdc146	2.62771279903173	1.44692714804974	0.706627734905647	1.22976393402399
Ccdc149	-1.35432317737117	-2.09198291011092	4.84619821355647	3.62624808388238
Ccdc175	3.93910191624812	4.33656951424585	-3.66893308169614	-3.40974639165654
Ccdc18	1.08089308967315	0.792158778201481	0.203984560349577	0.67041967098571
Ccdc23	-0.0626106216466118	1.40919805412082	-0.597974046589273	1.12081296814937
Ccdc28a	0.888148973591454	2.06662326078864	-1.53806425913654	-0.724872328690295
Ccdc28b	-0.822622047808476	-1.81932981821407	-0.520022709633407	-1.68751561364073
Ccdc36	1.89029793120552	4.65542001251598	0.0314645752337607	-2.4494242403278
Ccdc64	-0.657524246763111	-1.43251676063267	1.33240622134964	2.99819052382685
Ccdc91	-1.17447918804324	-1.0966788207171	0.513792142689038	0.737454053123394
Ccdc97	0.652803732959678	1.04065398065358	-0.531184254226701	-1.00439590170264
Ccl1	6.50645316469205	4.23976345317653	-1.60912312098708	2.20815445719358
Ccl12	0	-2.37846668227064	0	7.9247161050431
Ccl3	-0.577032855120258	-0.692735196715441	-2.1638747380766	0.69541195274327
Ccl4	-1.37271495291644	-1.90313293465173	0.77545954426808	2.52322866097869
Ccl6	-1.24571181625249	-2.29015431378338	1.79946138947346	-1.04068572477986
Ccl7	-0.910681731165787	-1.31148487631559	1.78768711933423	5.12257188244412
Ccl8	0	-2.42941382615166	0	8.12690384145249
Ccl9	-4.82992186399968	-5.29396444726401	1.12297636582872	-0.769422486923794
Ccnd1	0.427383622461925	1.47998338391762	-0.713957221134847	-1.27682290951363
Ccnd2	-2.03604500242933	0.561595628343874	1.29901814698082	0.842564990770372
Ccnd3	0.71775613656084	0.676857498595078	0.248271722921652	0.922371290861289
Ccng2	0.846010396651135	1.76319900055724	0.299423211900185	0.64007961885034
Ccnyl1	0.774391265517957	0.634512096495392	0.92223557746513	1.25016778250214
Ccr3	0.0858981849683995	-2.29462993141499	-0.205277339525519	2.70512030057966
Ccr5	-2.09084076476125	-2.99802211206573	-0.848723757600178	-0.766607722258172
Ccr9	2.19193829011019	3.15080593880305	-2.03038876783842	0.320810861765429
Ccrl2	1.33379691184027	1.64938890550884	0.146605693383188	2.63537288213761
Ccser2	-0.273865226525822	-0.86355326667579	0.506489726308823	1.20429002535244
Cd14	-2.304693878784	-3.33895208549981	-0.289791863449846	-1.77219827813988
Cd200	3.0818152053027	2.16850861293429	0.404237673638599	2.79590171903107
Cd200r1	0.862781665615728	1.4418371359663	1.76785332371076	-0.117846508995977
Cd200r2	-3.92170904921602	-2.41503194142056	1.73945263260884	-2.33677606935463
Cd200r4	2.7067068380557	2.69759960956211	1.65969186380688	0.759537707751741
Cd207	3.04949619459077	1.8906752026078	-0.69719546390418	-2.7920814196854
Cd209e	2.20608051200374	-2.20361329150647	-0.0237190183051334	-2.38828102799064
Cd209f	0	-2.4203450463447	0	-3.05749447170005
Cd244	1.29864853522563	-1.34130571684782	1.00057771375527	1.07849622376153
Cd274	3.78099452408128	1.59944387196485	1.30227003905675	1.22955079067783
Cd300a	-3.22872045165285	-1.14899799517573	2.29321354606594	4.57765564504122
Cd34	10.8083596609513	6.40174943516266	1.69727134053976	0.69975041730491
Cd36	0.696223374290057	0.298567507573956	1.04547010584429	-2.77408019606111
Cd38	0.413538529525201	-4.21937323932689	1.52732057209248	2.85908863648856
Cd53	-0.105861958015999	-1.56812559192574	0.398080747674349	1.93240198066072
Cd8b1	0	-1.11464212055147	-0.187677083029752	-1.73572198516471
Cdc42bpa	2.74138770852962	2.74669737901674	1.07063542113693	1.42580311264671
Cdc42ep2	-1.91578679847709	-0.870182154795677	-0.998333488158628	0.77296101234704
Cdc42ep3	0.798716776792365	1.10412965527868	1.02452676331034	0.0121707330304627
Cdh1	-1.63911102527979	-1.48307802815377	2.56597069037475	3.30803354485532
Cdh15	1.37313035292925	6.02004401548099	-3.41246853701611	0.662866601252332
Cdh17	-1.66020655774302	-2.9956657664271	-0.147649399858564	1.1435810766737
Cdk18	-2.79099386364201	-2.39551653453728	1.2373064302178	-0.808209628456552
Cdk5rap3	-0.698896518327097	-0.420908729023197	-0.640813544461461	-1.06249764348309
Cdk6	0.0298383419080385	0.602515075439374	4.94811756191754	4.6394856554012
Cdkl2	0.974744819354996	0.750416257683387	0.45102083893668	0.610310439167132
Cdkl3	1.04725320394091	1.51907635787283	-0.331576592716902	0.952336242119356
Cdkl5	2.79810141196941	2.87532314907084	2.61465495443243	2.49808333662148
Cdkn1a	-0.905428646080922	-0.421375917418778	1.04158071462375	2.01501305177836
Cds1	-1.38176376683036	0.235789362172417	1.27695841097573	2.3923525305661
Cdyl2	-0.785921114959381	-1.44729414760518	-0.200519719488735	1.65785884433982
