Gene	SMRT_0hr	NCoR1_0hr	SMRT_6hr	NCoR1_6hr
0610007P14Rik	0.432271312155429	-0.159161838263184	-0.250961728818425	-0.399567323215969
0610010F05Rik	0.608090470373094	-0.360459110851892	0.442506301957928	-0.183281951546342
0610011F06Rik	-0.633150643092662	-1.14475568514986	-0.690660667841924	-0.746310442448839
1110001J03Rik	-0.754874629663003	-0.619451627495799	-0.311338358238901	-0.560544515820462
1110004E09Rik	-0.661277680156145	0.120218186565991	-0.583240085382086	-0.736111681048142
1110007C09Rik	0.0186013309864995	0.408726816125973	-0.289119610153236	1.75685892933917
1110008F13Rik	-0.654346981816604	0.226486193000972	-0.0639269536173923	0.349675210023608
1110008L16Rik	-0.0889890707017698	-0.424406473308378	0.337800277906942	-0.806553139493035
1110037F02Rik	-0.0896976471966028	-0.294883823991881	-0.101376675255254	-0.676385815182702
1110051M20Rik	0.817122113392618	-1.45613538859731	1.22491414273361	-1.68348781543892
1110059E24Rik	-0.21276698131235	-0.407013832584614	-0.795321088446416	-0.415260173695512
1190002F15Rik	0.837054725028148	-0.162486138102447	0.295578811474726	0.0202337232155168
1190002N15Rik	0.260666780510215	0.182731192974363	0.79700786186482	-0.369401522698113
1200014J11Rik	-0.186906408555977	-0.596438659310301	-0.600795176204765	-0.442937993198572
1500011B03Rik	0.534340997108742	0.770947138329865	0.493996932467073	1.33111814182064
1500012F01Rik	-0.400451543441569	1.28185707416871	0.262380081657794	1.59513861794043
1600012H06Rik	0.676415487884092	0.0951952895127172	0.11371338609332	0.21079222357416
1600014C10Rik	0.323913011768406	-0.392992900048056	2.49503442252509	2.28430333006458
1600020E01Rik	0.656979998129682	-0.183555605764326	0.0729035589648065	0.525091389690948
1700001L05Rik	-0.085135220926059	0.294922492296009	0.0863043034690414	-0.950518361814248
1700009J07Rik	-0.741425913293806	0.514605300794855	-2.1216344975567	-0.911955181697362
1700013H16Rik	-5.48437629283146	0.0622069966962453	-6.63129266340942	-0.464679671629039
1700019G17Rik	0.943351764985886	0.0766587196633581	1.35258148530946	-0.139543882300896
1700025G04Rik	0.082591945196992	0.061598434171887	0.392460722592827	0.834694606450957
1700030C10Rik	3.39858549436079	5.76196017500435	4.21772751999524	8.41736780903685
1700030K09Rik	-0.330251091082566	-0.780498034883656	-0.0252490098203787	-1.06617913304637
1700048O20Rik	7.37382944745135	2.07940470734681	5.22369705976219	1.07276455132216
1700049G17Rik	0.952930593552925	-0.248658991083328	0.619367276889282	-1.44469460747018
1700056E22Rik	0.527597040103538	0.131264108360197	1.1677658633923	-0.0191250209118884
1700066M21Rik	0.785422608658437	0.745777573830216	0.273121028757779	0.469945344226288
1700112E06Rik	-5.59152528656444	-5.06737890105987	-4.24142203982313	-2.78361476888807
1700113A16Rik	-1.12629976545593	-0.544574135545318	-1.00328018813783	-0.695393292246474
1810014B01Rik	-1.38977016765916	0.391876017636137	-1.61757195041047	-1.43020608956609
1810020O05Rik	-0.139627994915342	1.70159796488193	1.94726467602758	1.06529273620746
1810022K09Rik	-0.673870005237082	0.302114495298042	-0.837213619860124	0.506935182880041
1810026B05Rik	0.915747391140846	0.298961159808563	0.362528522262021	-0.0371917259685284
1810043G02Rik	0.0757869399626786	0.629874859453697	0.695714551238909	0.489552236267768
1810055G02Rik	-1.00690753963281	0.15998807893606	-1.13236701973949	0.435966197339849
1810058I24Rik	0.526263637760184	0.13407434353765	0.22728675032671	0.225744674146509
2010012O05Rik	-0.897565521481918	0.180848806541064	-0.832067145528761	0.33625174997731
2010109I03Rik	2.94071984812177	-0.0654589949613948	4.67532628845965	-0.367606633946338
2010300C02Rik	3.26441896671609	0.703375718147859	1.03655832508185	-0.151591912842588
2010320M18Rik	0.631317311460225	-0.652998289366457	0.493358308982715	-0.576415467181691
2210013O21Rik	1.95651341293726	1.95091079603668	1.15020507035811	2.14287748569903
2210016F16Rik	0.544980316981234	0.207623874661527	1.15993192513604	-0.542067702266673
2310010J17Rik	1.99373790927793	-0.858292022035983	-0.86191992756603	0.196875569701797
2310011J03Rik	0.15124398038631	0.415660355968358	0.389114022991769	0.631564093974146
2310015A10Rik	1.02771915795395	0.298762110449644	0.722721812443795	-0.0510568346274622
2310022B05Rik	-0.659452087512899	0.174915630106984	-0.11086668979351	0.939309195952771
2310033P09Rik	0.706044534743092	-0.0437347190867202	0.333217550306911	-0.480285793174189
2310035C23Rik	0.4000503541317	0.808391720529913	-0.095979425479144	0.665048966644133
2310039H08Rik	0.373478977787662	-0.363770515317125	0.845670135544566	-0.397992757612093
2310045N01Rik	0.590203606623803	-0.185726437501288	0.155849423598181	-0.28373715013506
2310067B10Rik	-0.508232512641398	-0.0764612062788598	-0.487703673966577	-0.423351454739259
2410002F23Rik	-0.469483199032285	-0.175807015835413	-0.201054632439157	-1.43476678643111
2410003L11Rik	7.0410774701425	1.52828323683787	5.78677199687669	2.77401110756247
2410006H16Rik	1.31570387667124	-0.0839687288785221	1.19518598039557	-0.626612843034101
2410017I17Rik	5.46943434886115	2.05226700905812	3.79930472675174	-1.45860036464454
2410127L17Rik	-0.845574611536155	0.0554559646046637	-0.587830811790773	-0.200750526201882
2410131K14Rik	-0.00801483465086097	0.790763860893044	0.252124689979589	0.493015562139589
2410137M14Rik	3.62464318976674	-0.779416255256822	3.67092289211807	2.62066613402997
2500004C02Rik	-0.498657739507134	0.230287568598264	-1.71543420928738	0.183889606839828
2510002D24Rik	-0.18938210050192	-0.0248738981126283	-0.324442242210492	-0.912260801264299
2510009E07Rik	4.57044831027994	-0.289400747351445	3.57498034713851	-0.280707968686324
2510039O18Rik	-0.277028121149889	0.268654020612346	-0.234868316819424	0.931345388509575
2610001J05Rik	0.388600842240712	0.744837648364593	-0.620068666510361	0.481599699301841
2610002M06Rik	3.3330088705965	-2.11974387818621	3.89720997159712	0.298114430019827
2610005L07Rik	1.5656969822638	0.776619905492706	1.3194201381924	0.524095666438311
2610015P09Rik	0.327846362751527	0.20661524309838	0.0421073001186195	0.957563554348126
2610020H08Rik	1.07909246198572	-0.842038164425779	0.650850544104768	-0.977701198447538
2610035F20Rik	-3.96121498914935	0.987243933036368	-3.75054517458734	0.255327341908855
2610203C22Rik	6.27823511562319	-1.94970964768647	0.00636452837692831	-1.38957552835004
2610507B11Rik	-0.756492586687994	-0.424944527320322	-0.418933253302213	-0.111880012517104
2610524H06Rik	0.190079177198847	0.194280836259724	-0.618484815223849	0.516310433344586
2700049A03Rik	-0.0528780093766357	-0.412352513312375	-0.213684297102704	-0.788297041994247
2700054A10Rik	5.31232427397989	2.09025438918109	6.19608432330188	2.43130757760922
2700081O15Rik	-3.3668738536632	-0.183786155392891	-2.57808739239379	0.791758594689852
2700094K13Rik	-0.379258933431312	0.136509192112554	-0.403142808985722	-0.630956861998337
2700097O09Rik	0.272207902390406	0.129947239854524	-0.87469233908071	-0.0369908811821493
2810002D19Rik	-0.534889880845234	-0.31711267435429	-1.60035149968939	-0.203849932384688
2810021J22Rik	4.12040045682352	0.697859360543388	3.46635426493549	0.461283204957901
2810025M15Rik	-1.31634046723614	4.47461891778537	-4.24612155283294	4.14990128012217
2810408I11Rik	-0.146580785311184	0.519417521256905	-0.466372547911842	1.12844565413101
2810474O19Rik	-0.302272669407263	0.472046656176029	-0.872887757532602	-0.214075211465938
2900026A02Rik	-2.02985026709682	-0.399312198333288	-3.015630516081	1.0288481775715
2900097C17Rik	-0.363935753025876	-0.0337189908698496	-0.641990577153917	0.0341237043287301
3010026O09Rik	0.0811021021440663	-0.712445505675676	-0.0830876363939499	-1.05503420524639
3110001I22Rik	0.359631866021704	0.611385787357211	0.329391003409644	0.649819824222622
3110002H16Rik	-0.667710652904625	0.493217570613349	-1.52088699008266	0.864280530080771
3110021N24Rik	-2.70192634083381	-0.685672635179248	-4.31686683709593	-1.97961427322444
3110040N11Rik	0.234332156998759	0.0305219666329671	0.200037225752962	-0.728109666713731
3110043O21Rik	0.659242352187146	0.300416373876752	0.00725925749517193	0.0605978370516523
3110045C21Rik	1.1003244614297	0.748527483131748	0.252380923385458	1.11470097357329
3110052M02Rik	1.1405163398026	-0.365291060594477	0.359927242662055	-0.60374365083259
3110070M22Rik	2.99464980365648	0.89725509336626	6.26717708456161	1.60727881545781
3300002I08Rik	-0.895495023325477	-1.1447737233467	-2.12385049634574	-1.75273468245391
3300005D01Rik	-1.8512961746894	-0.8490374205762	-1.65438346243031	-0.571901679170578
4632415L05Rik	-0.431366716305108	0.723859220335159	-1.21237892314545	1.45840016637108
4632428N05Rik	-0.242788309774494	0.822069353441486	-1.02915404629617	-0.104642714478875
4833439L19Rik	-0.668659219325169	-0.794793165844359	-0.459960961633225	-0.276342624325768
4921524J17Rik	0.769814063767121	0.256014369751917	0.552302290314146	0.284515392851504
4921531C22Rik	1.07036726116271	-0.0680680851077749	1.11215907129109	0.217685422703359
4930402H24Rik	0.261857619148168	0.354216811999855	-0.0437681052995735	0.887932963383321
4930404N11Rik	-0.438722282431248	0.514573599700849	0.566453375195069	1.26873802784031
4930426D05Rik	1.64937295438148	4.95557638571793	0	3.02300399120427
4930426L09Rik	-0.28137605699807	0.024388053208469	-1.88052274300014	0.142146661915951
4930431P03Rik	2.73768765059196	1.04953433233796	0.000119706180862577	0.0140025099210145
4930432K21Rik	-0.0719174559188309	-1.78389002092872	0.47186872783504	-0.981659666920578
4930486L24Rik	1.88183891157023	1.09606110715808	2.92634211750845	1.38645039181483
4930502E18Rik	7.25220850241233	5.01639786905619	5.48158589664175	6.15055857259265
4930512J16Rik	1.03689459439954	-0.148742372766404	0.645618289660508	0.810256998220937
4930523C07Rik	4.79055630104631	-0.250215423734003	8.02093494607068	-0.362215389288987
4930539E08Rik	2.46365958731449	-2.10565840988137	-2.60055379290355	3.32847326202617
4930550L24Rik	3.16615730407018	5.92475767905048	1.42639913335704	4.31863483575024
4930552P12Rik	-0.939714568547506	0.713395671186746	0.627592145694671	1.21026098117361
4930579G24Rik	-0.284229749708202	-0.519486741065959	-0.599891514082037	-0.685266702200659
4930599N23Rik	0.474992461834423	-0.114947495498063	1.89235063041925	0.838524704265526
4931406C07Rik	-0.701830249277678	-0.552044223313236	-0.465107712724285	0.0391902718945651
4932438A13Rik	-0.691480262217185	0.679714255513766	-0.643355912537418	0.710472209788444
4933402N22Rik	0	-2.5999807504836	1.54937264984337	3.0990702265262
4933404O12Rik	0.224821520460558	-0.0935206369824336	0.503420352696418	-0.832618084119593
4933412E12Rik	0.734082802894963	-0.391174767889523	0.777102340147348	0.110301502091781
4933430I17Rik	0.134100042473721	0.416282071402863	-0.858045040514155	2.75604299099026
4933432I03Rik	0.259784766170369	-0.942642212241992	1.31381429278234	0.122617596251256
4933434E20Rik	-0.399405662737155	-0.293069214072788	-0.389695043991475	-0.653154131738767
5031414D18Rik	-0.107325434202676	0.0428723515365776	0.0223636911136597	1.99262237954753
5031439G07Rik	-0.270444416777474	0.101370416580895	-1.17809198113012	-0.0482911424770638
